Table name: Joined
COMMENT: 
*** End of mandatory fields ***


*** End of mandatory fields ***


*** End of mandatory fields ***


*** Column names ***


*** Column names ***


*** Colu...
EXTNAME: OBJECTS
LONGSTRN: OGIP 1.0
COMMENT: 
*** End of mandatory fields ***


*** Column names ***


*** Column formats ***

Match type: Pair match, best matched pairs only
Match algorithm: Sky
Join Type: 1 and 2 (An output row for each row represented in both input tables)
First input table: 1: ERCSC_f857.fits
Second input table: 20: IIFSCz_v4.fits
+---------------+---------------+---------------+---------------+---------------+---------------+--------------+-------------+--------------+-------------+-------------+---------+----------+-----------+-----------+------------+------------+-------------------------+----------------------+
| BANDFILL217   | BANDFILL217ER | BANDFILL353   | BANDFILL353ER | BANDFILL545   | BANDFILL545ER | FLUX857      | FLUXERR     | NAMEIRAS     | RA          | DEC         | S12     | S25      | S60       | S100      | ZSPEC      | Z          | NAMENED                 | Separation           |
| 584.89935     | 56.95235      | 3353.159      | 254.21506     | 10589.794     | 784.01044     | 32578.758    | 2655.5535   | F09514+6918  | 148.88826   | 69.06526    | 5.33    | 4.93     | 40.66     | 158.2     | -1.13E-4   | 0.0        | MESSIER 081             | 52.37349052051332    |
| 206.87779     | 51.090828     | 997.3086      | 166.50949     | 4105.309      | 557.3658      | 12674.468    | 1504.141    | F09431+6809  | 146.8144    | 67.91638    | 0.88    | 1.61     | 12.62     | 31.61     | 1.0E-5     | 0.0        | NGC 2976                | 24.339315379962738   |
| -24.882431    | 65.67605      | 231.2736      | 166.81332     | 410.12216     | 127.44245     | 1729.5723    | 143.86946   | F01315+0106  | 23.5226     | 1.3642      | 0.081   | 0.176    | 0.28      | 0.71      | 0.0        | 0.0        | IRAS F01315+0106        | 190.3203475756875    |
| -54.69593     | 71.07168      | 363.99072     | 80.26236      | 854.113       | 99.560074     | 3002.7612    | 200.14459   | F08405+6936  | 131.3356    | 69.425      | 0.087   | 0.062    | 0.263     | 1.536     | 0.0        | 0.0        | IRAS F08405+6936        | 196.1754751924076    |
| 104.96363     | 46.586346     | 542.4824      | 123.5542      | 1758.8342     | 222.93446     | 6324.0303    | 717.4934    | F08488+6811  | 133.33934   | 68.01656    | 0.043   | 0.095    | 0.207     | 2.404     | 0.0        | 0.0        | IRAS F08488+6811        | 178.66901972662436   |
| 268.84055     | 45.302086     | 1080.5529     | 124.62362     | 3805.3574     | 325.00296     | 12786.131    | 881.8627    | F08572+6643  | 135.403     | 66.5301     | 0.129   | 0.093    | 0.204     | 3.691     | 0.0        | 0.0        | IRAS F08572+6643        | 197.22718333185207   |
| 197.06432     | 85.098885     | 1597.6661     | 266.34644     | 4870.533      | 726.4806      | 15761.706    | 2181.587    | F08596+6616  | 135.9857    | 66.0728     | 0.109   | 0.076    | 0.281     | 3.886     | 0.0        | 0.0        | IRAS F08596+6616        | 276.20530040628495   |
| 395.9291      | 79.80146      | 1724.998      | 193.36151     | 4412.333      | 435.19095     | 14561.445    | 1301.0544   | F02284+1941  | 37.80925    | 19.92086    | 0.079   | 0.112    | 0.322     | 2.541     | 0.0        | 0.0        | 2MASXi J0231142+195501  | 276.95019849467775   |
| 1585.2412     | 98.457306     | 9021.812      | 472.48883     | 28297.844     | 1562.4215     | 76146.21     | 5194.617    | F02564+1716  | 44.8267     | 17.4811     | 0.085   | 0.108    | 0.331     | 13.54     | 0.0        | 0.0        | IRAS F02564+1716        | 277.2114775590027    |
| 1119.8878     | 163.66362     | 5696.9414     | 907.4965      | 19440.283     | 3049.9165     | 52966.55     | 6757.1665   | F02573+1659  | 45.0417     | 17.1918     | 0.073   | 0.123    | 0.335     | 8.565     | 0.0        | 0.0        | IRAS F02573+1659        | 266.1323986021257    |
| 331.04663     | 131.29462     | 1885.0306     | 487.95862     | 5728.474      | 1429.9039     | 19123.527    | 3779.8818   | F03198+2041  | 50.6961     | 20.8705     | 3.975   | 1.091    | 0.572     | 9.405     | 0.0        | 0.0        | IRAS F03198+2041        | 80.36815665274754    |
| 138.31323     | 56.669464     | 263.35797     | 113.602554    | 1093.3995     | 127.728645    | 2690.9036    | 304.2786    | F07294+5145  | 113.3304    | 51.6472     | 0.067   | 0.118    | 0.247     | 1.405     | 0.0        | 0.0        | IRAS F07294+5145        | 107.34949430843692   |
