 1 1  0.00803804716  2.01686982E-33
 1 2 -4.69054964E-17  6.00526525E-17
 1 3 -6.44663511E-18  3.34190208E-17
 1 4 -1.04704971E-17 -3.36723122E-17
 1 5 -0.000507913389 -3.99283997E-17
 1 6  3.95349718E-17  2.42264418E-17
 1 7 -3.89944822E-17 -0.000449056832
 1 8  3.87258607E-17  1.88235948E-17
 1 9  1.88194293E-17 -5.33228112E-17
 1 10  8.27847766E-17  1.36181849E-17
 1 11 -2.32886146E-18 -0.000449056832
 1 12 -5.86306068E-19 -3.80343333E-17
 1 13 -1.13222877E-16 -5.86583835E-16
 1 14 -4.59892642E-17  5.52243979E-16
 1 15  0.000373815996  1.27969844E-16
 1 16 -5.71987264E-17 -1.67481369E-16
 1 17  2.58008808E-16 -1.74810813E-16
 1 18 -2.1952955E-16  3.25776368E-16
 1 19  0.000204075887  4.66608648E-21
 1 20  2.11715729E-16 -1.10182791E-16
 1 21  1.64315697E-16  3.47541256E-17
 1 22  2.61310175E-16 -2.35975121E-17
 1 23 -7.80636538E-17  1.36557927E-16
 1 24  1.537072E-16  2.03151523E-16
 1 25  4.89387828E-16  0.000114451886
 1 26  5.2513111E-16 -3.56091763E-16
 1 27  2.32271627E-16  3.57290618E-16
 1 28 -3.93965782E-16  1.48322655E-16
 1 29  1.65045164E-16  0.000114451886
 1 30  8.74063902E-16 -3.76425736E-16
 1 31 -2.05520982E-16  3.98822579E-17
 1 32 -1.98381796E-16  3.34058422E-16
 1 33 -1.80935851E-05 -6.45357501E-17
 1 34  6.39934318E-18  1.73021277E-16
 1 35 -2.73558557E-19 -3.27993855E-16
 1 36 -7.16893064E-16  1.66101042E-17
 1 37  6.78748555E-06 -1.62165751E-16
 1 38 -2.22968067E-17  1.36534536E-16
 1 39  2.47789618E-16 -9.66358769E-17
 1 40  5.56425882E-18  1.47085377E-16
 1 41 -3.78730747E-05 -4.5403961E-16
 1 42  3.910983E-16 -1.90611463E-16
 1 43  3.46231402E-16 -9.39927108E-17
 1 44 -6.16137553E-17  2.32405584E-16
 1 45 -2.80137947E-05  9.31517993E-17
 1 46 -2.02682885E-16  2.1574481E-16
 1 47  1.09261938E-16 -1.52763898E-05
 1 48 -1.99765049E-17  5.05618976E-17
 1 49  5.0159796E-18 -2.0819832E-16
 1 50 -1.38929872E-16 -1.08105512E-16
 1 51  1.49488924E-16 -1.83983662E-05
