# i	j	217	Err	353	Err	545	Err	857	Err	1763	Err	1870	Err	3000	Err	4280	Err	5000	Err	12000	Err	12490	Err	25000	Err
          13          37     0.182609    0.0214617     0.651706    0.0559284      2.17692     0.202243      5.30729     0.476030    0.0264621     0.813408      4.29839     0.744493      4.79139     0.736535      1.22415     0.170957      1.34090     0.215116     0.152228    0.0597742    0.0769332    0.0120715     0.148012    0.0435807
          13          38     0.171325    0.0213778     0.629837    0.0557024      2.13053     0.199808      5.15346     0.467675  1.94852e-05     0.813403      3.15664     0.657039      4.07961     0.660132     0.731662     0.139979      1.12467     0.193041     0.135485    0.0590893    0.0634323    0.0119452     0.187460    0.0460752
          14          34     0.129838    0.0211131     0.526703    0.0547303      1.90256     0.188197      4.71155     0.444250      5.65246     0.990519      3.34731     0.670490      4.78475     0.735806     0.203074     0.121051      1.15382     0.195927     0.199803    0.0620966     0.145091    0.0130358     0.190554    0.0462893
          14          35     0.169788    0.0213667     0.683143    0.0562650      2.43130     0.215978      5.85869     0.506728      6.27699      1.02744      4.87004     0.793563      4.99955     0.759558     0.251331     0.121953      1.19456     0.200010     0.142391    0.0593631     0.126289    0.0127188     0.207426    0.0474992
          14          36     0.175562    0.0214087     0.732584    0.0568221      2.61331     0.226154      6.28912     0.531408      4.46826     0.928051      7.00288     0.997193      5.59638     0.826924     0.927653     0.151150      1.44632     0.226363    0.0989520    0.0578515     0.116923    0.0125747     0.224684    0.0488078
          14          37     0.214091    0.0217220     0.766004    0.0572173      2.50842     0.220257      6.15015     0.523377     0.581455     0.815479      6.36485     0.933582      5.64402     0.832378      1.40554     0.184381      1.49686     0.231849     0.169097    0.0605356    0.0964051    0.0122931     0.209061    0.0476202
          14          38     0.180481    0.0214455     0.790559    0.0575171      2.73878     0.233315      6.58704     0.548809    0.0100798     0.813404      5.73494     0.872824      4.89512     0.747973      1.17625     0.167560      1.32397     0.213336     0.165645    0.0603741    0.0925368    0.0122455     0.169476    0.0448826
          14          39     0.197895    0.0215833     0.743586    0.0569505      2.53714     0.221863      5.96352     0.512685  6.17405e-06     0.813403      3.50403     0.681923      3.61909     0.613072     0.545760     0.131223     0.953512     0.176787     0.140443    0.0592846    0.0575677    0.0118976     0.183361    0.0457956
          15          33     0.170440    0.0213714     0.771594    0.0572849      2.77578     0.235448      6.96759     0.571372      10.6945      1.34364      9.43629      1.25317      5.84990     0.856063     0.653357     0.136050      1.45032     0.226796     0.146202    0.0595194     0.219914    0.0146161     0.148975    0.0436361
          15          34     0.295446    0.0225644      1.11808    0.0622160      3.96269     0.307613      9.79857     0.747692      14.0939      1.62727      12.7788      1.62471      6.73453     0.959679      1.14653     0.165488      1.62967     0.246519     0.236972    0.0642679     0.255648    0.0155184     0.256865    0.0514208
          15          35     0.291149    0.0225141      1.26508    0.0647002      4.60832     0.348914      11.3945     0.851335      15.8643      1.78280      13.4584      1.70190      7.42934      1.04274      1.08675     0.161404      1.72319     0.257042     0.277944    0.0669843     0.234810    0.0149822     0.305405    0.0557256
          15          36     0.278372    0.0223682      1.10355    0.0619820      3.83656     0.299676      9.22864     0.711271      11.0486      1.37199      11.0542      1.43103      7.19512      1.01460      1.03822     0.158177      1.79863     0.265634     0.231585    0.0639351     0.172725    0.0135641     0.309788    0.0561330
          15          37     0.160175    0.0212998     0.777355    0.0573549      2.80041     0.236873      6.66307     0.553288      3.60016     0.889515      6.71652     0.968411      5.35376     0.799314     0.869173     0.147633      1.30353     0.211198     0.180252    0.0610771    0.0946956    0.0122718     0.262717    0.0519180
          15          38     0.225658    0.0218271     0.935249    0.0594387      3.19682     0.260303      7.46575     0.601413     0.346302     0.814140      7.32633      1.03011      5.24753     0.787319      1.36861     0.181581      1.28364     0.209129     0.199404    0.0620749     0.108317    0.0124508     0.234796    0.0496057
          15          39     0.210671    0.0216919     0.837141    0.0581073      2.63312     0.227277      6.24596     0.528908   0.00211957     0.813403      5.03396     0.808158      4.21385     0.674232     0.835091     0.145652      1.11057     0.191656     0.142097    0.0593511    0.0740379    0.0120425     0.226923    0.0489826
          16          32     0.200039    0.0216011     0.822204    0.0579151      3.21994     0.261696      8.25615     0.650068      14.0719      1.62537      12.5187      1.59529      6.76266     0.963017     0.842582     0.146083      1.73001     0.257816     0.208225    0.0625625     0.242854    0.0151860     0.283641    0.0537465
          16          33     0.324681    0.0229231      1.32227    0.0657213      4.72942     0.356766      12.1754     0.902754      20.4366      2.19958      18.9638      2.33813      8.55915      1.18008      1.52415     0.193575      2.03357     0.292876     0.289768    0.0678258     0.345578    0.0180922     0.391719    0.0642046
          16          34     0.368147    0.0235068      1.44225    0.0679545      5.01573     0.375438      12.8908     0.950171      19.3380      2.09791      18.1618      2.24457      7.95578      1.10643      1.05779     0.159468      1.84505     0.270960     0.220651    0.0632782     0.297689    0.0166746     0.306614    0.0558377
          16          35     0.438191    0.0245643      1.67964    0.0726966      5.95724     0.437694      15.2021      1.10499      24.0846      2.54211      21.7836      2.66859      9.81013      1.33452      2.22106     0.252135      2.31617     0.326421     0.423495    0.0788182     0.363406    0.0186428     0.345543    0.0595559
          16          36     0.449876    0.0247536      1.71974    0.0735355      5.85004     0.430551      14.8668      1.08240      23.1253      2.45142      21.5004      2.63530      11.0106      1.48437      2.73311     0.298227      2.76566     0.380991     0.554468    0.0915257     0.397168    0.0197139     0.434409    0.0686896
          16          37     0.202924    0.0216253     0.920913    0.0592369      3.39716     0.272453      8.27981     0.651541      7.57866      1.11175      8.54972      1.15794      5.81268     0.851768     0.558627     0.131763      1.30857     0.211724     0.200545    0.0621371     0.115305    0.0125508     0.261245    0.0517923
          16          38     0.254218    0.0221078     0.887311    0.0587735      2.85435     0.240007      6.65704     0.552932      1.86523     0.834515      6.41613     0.938623      4.80457     0.737984     0.846908     0.146333      1.08928     0.189581     0.139379    0.0592421    0.0814016    0.0121183     0.201793    0.0470873
          17          30     0.211822    0.0217019     0.911446    0.0591050      3.61347     0.285765      9.59687     0.734761      17.5242      1.93200      18.0571      2.23237      8.62393      1.18802      1.68405     0.206400      2.13508     0.304840     0.264510    0.0660586     0.251208    0.0154019     0.377440    0.0627426
          17          31     0.332530    0.0230241      1.49117    0.0688982      5.62481     0.415584      14.9720      1.08948      27.7817      2.89480      29.3612      3.56401      12.6995      1.69709      2.61359     0.287314      2.87666     0.394638     0.413621    0.0779270     0.418588    0.0204107     0.573454    0.0841819
          17          32     0.391378    0.0238422      1.72913    0.0737335      6.59465     0.480395      17.3167      1.24817      31.1253      3.21705      33.1537      4.01450      14.1249      1.87783      3.10529     0.332670      3.26729     0.443056     0.483572    0.0844586     0.481893    0.0225345     0.652488    0.0934026
          17          33     0.317835    0.0228366      1.36338    0.0664729      5.15850     0.384800      12.9859     0.956499      21.9374      2.33968      21.3941      2.62283      10.3902      1.40676      1.57555     0.197647      2.43537     0.340767     0.334809    0.0712444     0.317381    0.0172459     0.487046    0.0744174
          17          34     0.184415    0.0214756     0.882828    0.0587127      3.38920     0.271967      8.47565     0.663765      12.7787      1.51478      10.4576      1.36492      6.25629     0.903322    0.0527883     0.119452      1.50071     0.232270     0.126612    0.0587558     0.171389    0.0135369     0.216732    0.0481963
          17          35     0.272447    0.0223024      1.17053    0.0630783      4.32697     0.330791      10.8292     0.814383      15.8108      1.77804      14.5309      1.82448      7.10651      1.00399     0.577507     0.132574      1.82517     0.268675     0.306069    0.0690253     0.265049    0.0157687     0.242971    0.0502666
          17          36     0.299008    0.0226066      1.32564    0.0657823      4.60668     0.348808      11.5754     0.863211      15.3542      1.73757      14.3333      1.80184      7.29491      1.02657      1.11757     0.163494      2.06028     0.296014     0.452179    0.0814665     0.298724    0.0167041     0.283659    0.0537481
          17          37     0.172084    0.0213833     0.690788    0.0563490      2.60790     0.225847      6.46003     0.541360      5.13649     0.962009      4.06454     0.725332      4.03666     0.655654    -0.256178     0.122054     0.864419     0.168868    0.0915153    0.0576443    0.0704899    0.0120084     0.121504    0.0421727
          17          38     0.178189    0.0214282     0.654189    0.0559545      1.96428     0.191279      4.70848     0.444091      2.02825     0.838310      2.67265     0.625358      3.25725     0.577761    -0.196404     0.120940     0.691869     0.154848    0.0366696    0.0566043    0.0347467    0.0117551    0.0524922    0.0396939
          18          28     0.148315    0.0212224     0.745360    0.0569714      3.33380     0.268591      9.14209     0.705773      17.0634      1.89030      16.4872      2.05000      10.0008      1.35823      2.10188     0.241702      2.46500     0.344349     0.367323    0.0739025     0.212445    0.0144383     0.455540    0.0709653
          18          29     0.367249    0.0234942      1.61584    0.0713832      6.28208     0.459410      17.3317      1.24919      34.4234      3.53713      35.9771      4.35050      16.6273      2.19699      4.57692     0.472994      3.94595     0.528233     0.719034     0.109173     0.518289    0.0237918     0.832795     0.115109
          18          30     0.635499    0.0281792      2.59052    0.0937307      9.54708     0.681396      26.9614      1.91062      58.6745      5.92356      57.9930      6.97984      23.8776      3.12888      7.43813     0.753325      5.10356     0.675331      1.00320     0.142090     0.884000    0.0372368      1.31860     0.175821
          18          31     0.780288    0.0312819      3.08138     0.106260      11.5025     0.816080      33.1909      2.34235      74.3629      7.48064      71.7571      8.62757      28.8574      3.77200      9.05708     0.913536      6.13941     0.808015      1.17836     0.163240      1.10902    0.0458708      1.62041     0.214251
          18          32     0.812866    0.0320198      3.31799     0.112490      12.2910     0.870582      35.1974      2.48173      76.6584      7.70887      74.2607      8.92744      28.9064      3.77833      8.63797     0.872001      6.14846     0.809178      1.19408     0.165160      1.11815    0.0462239      1.56663     0.207382
          18          33     0.613047    0.0277279      2.41860    0.0895008      9.04675     0.647083      24.7728      1.75945      45.4537      4.61757      45.3032      5.46283      17.9248      2.36314      4.17764     0.434474      3.73215     0.501286     0.698082     0.106850     0.642534    0.0282278     0.937972     0.128053
          18          34     0.321136    0.0228781      1.36823    0.0665626      5.10682     0.381407      12.9184     0.952010      19.0777      2.07394      19.1258      2.35705      8.53781      1.17746     0.864802     0.147376      1.81951     0.268025     0.273702    0.0666884     0.269745    0.0158956     0.411376    0.0662498
          18          35     0.268543    0.0222597      1.12142    0.0622701      4.06449     0.314054      9.76937     0.745817      12.9908      1.53272      12.3075      1.57145      6.03438     0.877438    0.0591599     0.119482      1.40803     0.222246     0.183299    0.0612302     0.186234    0.0138472     0.280866    0.0534996
          18          36     0.207178    0.0216616     0.794789    0.0575696      2.83650     0.238968      6.94127     0.569801      6.73451      1.05601      5.97998     0.896191      3.86838     0.638280    -0.581073     0.132730     0.919583     0.173722     0.131362    0.0589317     0.109705    0.0124702     0.170625    0.0449561
          19          26     0.109525    0.0210093     0.713225    0.0566000      2.85892     0.240273      8.05813     0.637777      14.6020      1.67147      12.8088      1.62811      8.26411      1.14398      1.23214     0.171530      2.09026     0.299546     0.203421    0.0622948     0.192300    0.0139792     0.325041    0.0575722
          19          27     0.356349    0.0233426      1.63544    0.0717840      6.48926     0.473311      18.7328      1.34465      39.5560      4.03836      39.3110      4.74777      19.7306      2.59493      5.90578     0.602514      4.95438     0.656287     0.682250     0.105108     0.651951    0.0285712     0.910156     0.124614
          19          28     0.654167    0.0285611      2.74140    0.0975165      10.3086     0.733749      29.5250      2.08807      69.9591      7.04304      65.3430      7.85952      31.1300      4.06594      10.3587      1.04272      7.55516     0.990226      1.35757     0.185278      1.14480    0.0472564      1.66328     0.219734
          19          29     0.661937    0.0287217      2.75574    0.0978797      10.6022     0.753971      30.7309      2.17165      74.8947      7.53351      69.4254      8.34832      32.1450      4.19730      10.4272      1.04953      7.41864     0.972626      1.64211     0.220799      1.18488    0.0488115      1.76160     0.232322
          19          30     0.519914    0.0259591      2.22468    0.0848530      8.77264     0.628317      25.5208      1.81108      59.9835      6.05325      54.3101      6.53928      23.6529      3.09990      6.39353     0.650395      4.86418     0.644784      1.20013     0.165899     0.819039    0.0347789      1.43616     0.190752
