 1 1  0.0081953377 -9.38155402E-21
 1 2 -1.27720918E-16  1.63457762E-16
 1 3 -2.17030887E-17  1.01779295E-16
 1 4 -8.13279963E-18 -9.77479354E-17
 1 5 -2.6840145E-05 -1.2828424E-16
 1 6 -5.60327807E-17 -7.15291481E-17
 1 7  1.35574779E-16 -8.90517459E-06
 1 8 -1.31771058E-16 -8.4839147E-17
 1 9 -2.97819493E-17  1.39610456E-16
 1 10 -2.65533183E-16 -2.89515879E-17
 1 11  1.49512354E-17 -8.90517459E-06
 1 12  9.30677436E-19  1.24748548E-16
 1 13  4.28822769E-17  2.35392666E-16
 1 14  3.25096835E-17 -2.21182309E-16
 1 15  2.0948009E-05 -5.40570844E-17
 1 16  1.34823209E-17  5.39293229E-17
 1 17 -1.16411691E-16  5.39377677E-17
 1 18  7.72460487E-17 -1.2165536E-16
 1 19  1.93289481E-05  1.39597385E-17
 1 20 -8.83449215E-17  3.4662616E-17
 1 21 -5.52575113E-17 -7.9580932E-18
 1 22 -3.74211964E-17 -4.4216129E-17
 1 23 -4.75336914E-17  9.8852631E-18
 1 24 -1.44114573E-17 -4.6430932E-17
 1 25 -6.45494961E-17  4.318946E-06
 1 26 -5.67950912E-17  2.65078481E-17
 1 27 -1.15863024E-17 -6.4073842E-17
 1 28  6.53114254E-17 -3.17194165E-17
 1 29 -3.3157114E-17  4.318946E-06
 1 30 -8.52770567E-17  9.02888752E-18
 1 31  6.60586972E-17 -1.32821654E-17
 1 32  5.59099571E-17 -3.13611385E-17
 1 33 -2.94314513E-05  2.02791954E-18
 1 34  6.66871937E-18  2.59068318E-17
 1 35  5.77661821E-17 -7.01419236E-18
 1 36  1.84389261E-17  1.95716436E-17
 1 37 -2.04669734E-05  3.06836333E-17
 1 38 -1.79107315E-17 -3.70488451E-17
 1 39  2.56459568E-17  3.65117193E-17
 1 40 -4.24014921E-18  6.51486487E-18
 1 41 -2.01611207E-05  5.10729497E-17
 1 42 -7.04836732E-17  1.3058963E-18
 1 43 -5.37771111E-17  2.3644963E-17
 1 44 -2.88777055E-17 -1.72960306E-17
 1 45 -3.08297507E-05 -2.05582765E-17
 1 46  2.35783734E-19 -7.46642795E-18
 1 47 -1.74327984E-17 -1.578755E-05
 1 48  2.24348156E-17 -1.11825619E-17
 1 49 -2.45651733E-17 -1.60260755E-17
 1 50 -5.4561426E-19  4.82949557E-17
 1 51  2.85252638E-17 -1.98528924E-05
 1 52 -1.56765269E-17 -1.20251073E-17
 1 53  3.32163218E-17  1.26602762E-18
 1 54  2.14317054E-17  4.12487048E-17
 1 55 -3.65507003E-17 -1.98528924E-05
 1 56 -3.0831254E-17 -2.55844384E-17
 1 57 -5.78651973E-17 -4.25100696E-17
 1 58 -3.96990414E-17 -2.53000227E-17
 1 59  5.19306662E-18 -1.578755E-05
 1 60 -7.61338319E-17  2.93919412E-17
 1 61 -2.56753712E-17  9.03083157E-17
 1 62 -9.79681592E-17 -5.00048194E-17
 1 63 -0.000124163746  6.08606654E-17
 1 64 -1.35858888E-17  3.50298299E-17
 1 65 -7.14691099E-17  4.5016135E-17
 1 66 -6.63408998E-17 -8.16061008E-17
 1 67 -9.37064957E-05  5.00091239E-17
 1 68  5.6029168E-17 -7.47130934E-17
 1 69 -2.67470969E-17  5.5743207E-17
 1 70  1.04582677E-16 -5.63643143E-17
 1 71 -0.000103014519  2.77985359E-17
 1 72 -1.962258E-17  3.0370878E-17
 1 73  1.81181219E-17  1.78332777E-17
 1 74  4.92368829E-17 -5.66480752E-17
 1 75 -0.000130594632  3.20265147E-17
 1 76 -2.80282547E-17  2.76325616E-17
 1 77 -3.84298108E-18  4.16060562E-17
 1 78  2.57071548E-16  7.65423018E-17
 1 79  1.68427966E-16 -2.7281144E-16
 1 80 -8.06315075E-17  2.16529785E-17
 1 81  1.30223883E-17 -7.17975068E-05
 1 82 -4.15833281E-17  7.6549393E-17
 1 83 -3.52641088E-16  8.05689891E-17
 1 84 -3.55891904E-17 -4.24679198E-17
 1 85  2.52082775E-17 -8.05075365E-05
 1 86  2.42965397E-16 -1.05250596E-16
 1 87 -6.53163604E-17 -3.51974929E-17
 1 88  2.11029748E-16  1.60374045E-16
 1 89  6.77994628E-17 -8.05075365E-05
 1 90  3.24631796E-17 -1.04151885E-16
 1 91  3.06863833E-16 -2.44234395E-16
 1 92 -2.91070619E-17  4.60769148E-17
 1 93  8.91532625E-17 -7.17975068E-05
 1 94  5.42812803E-18 -3.16249428E-17
 1 95 -2.08950559E-16 -1.00237781E-16
 1 96 -2.89290139E-18 -1.59377464E-16
 1 97 -0.000144109574 -2.08861886E-16
 1 98  8.47740078E-17  1.12871046E-16
 1 99 -1.69548509E-16  1.97389122E-16
 1 100  2.52279115E-16  4.14979579E-16
 1 101 -0.000101848822  6.23180191E-17
 1 102 -4.10890476E-17  1.78619484E-17
 1 103 -2.18714297E-17 -3.37617106E-16
 1 104 -1.38711734E-16  1.01271416E-16
 1 105 -6.79363661E-05  4.0812137E-16
 1 106  2.40861444E-16  1.94641674E-16
 1 107  1.6814557E-16  2.24059567E-16
 1 108  1.66313751E-17 -1.87117085E-16
 1 109 -0.000102779508  2.38704227E-16
 1 110 -1.79634511E-16  2.06466326E-16
 1 111 -1.04254898E-16 -1.47147259E-16
 1 112  3.77747385E-17  2.19742219E-16
 1 113 -0.000104208186 -1.99112231E-18
 1 114 -3.26096327E-16 -4.40970386E-16
 1 115  3.50575394E-16 -1.88412812E-16
 1 116 -5.06991203E-17  9.41406694E-17
 1 117 -0.000149748153 -4.1621703E-16
 2 1 -1.27720939E-16 -1.6343707E-16
 2 2  0.00822217784 -8.98390888E-21
 2 3  7.18764645E-17 -2.76124098E-17
 2 4 -8.0262471E-17  9.89691753E-17
 2 5 -2.80251606E-18  1.02893855E-16
 2 6 -9.17879121E-17  4.17814003E-17
 2 7 -4.63546601E-17  5.73293979E-18
 2 8  6.52524743E-17  1.40803173E-05
 2 9  8.91977042E-17 -5.21586231E-17
 2 10  8.37669258E-17  1.13735817E-16
 2 11 -2.81223583E-17  8.62275842E-17
 2 12  7.29214746E-17 -1.09065669E-05
 2 13 -1.38913447E-18 -5.91343808E-17
 2 14 -4.23629389E-17  4.57254383E-17
 2 15 -6.87767086E-18  3.20749604E-17
 2 16 -5.72424487E-07 -7.70225933E-17
 2 17  3.07450145E-17 -4.58202996E-17
 2 18 -6.9594224E-17 -1.21858515E-17
 2 19 -3.69288681E-17  1.20520504E-17
 2 20  1.51449284E-06 -3.73277565E-17
 2 21  1.55933979E-16 -1.01031359E-17
 2 22 -2.59291257E-17 -5.91396037E-06
 2 23 -2.89179381E-17  6.73728112E-17
 2 24 -1.31233421E-17  9.46263142E-17
 2 25  7.46868648E-17 -2.23169095E-17
 2 26 -2.90859992E-17  5.71342852E-06
