   2    0.12081E+04    0.52462E-01    0.30945E+01    0.95018E+06    0.35230E+05
   3    0.11093E+04    0.90116E-01    0.40695E+01    0.14650E+07    0.41540E+05
   4    0.10225E+04    0.10514E+00    0.42958E+01    0.19225E+07    0.44416E+05
   5    0.95682E+03    0.96275E-01    0.40640E+01    0.23272E+07    0.45509E+05
   6    0.90865E+03    0.73121E-01    0.35868E+01    0.26846E+07    0.45586E+05
   7    0.87424E+03    0.47549E-01    0.30104E+01    0.30007E+07    0.45053E+05
   8    0.85076E+03    0.27568E-01    0.24541E+01    0.32816E+07    0.44143E+05
   9    0.83485E+03    0.15720E-01    0.19768E+01    0.35325E+07    0.43014E+05
  10    0.82560E+03    0.10533E-01    0.16004E+01    0.37569E+07    0.41796E+05
  11    0.82140E+03    0.87974E-02    0.13329E+01    0.39584E+07    0.40556E+05
  12    0.82086E+03    0.83366E-02    0.11642E+01    0.41395E+07    0.39334E+05
  13    0.82291E+03    0.76842E-02    0.10788E+01    0.43021E+07    0.38158E+05
  14    0.82709E+03    0.68238E-02    0.10567E+01    0.44484E+07    0.37027E+05
  15    0.83314E+03    0.61012E-02    0.10771E+01    0.45800E+07    0.35930E+05
  16    0.84076E+03    0.57892E-02    0.11215E+01    0.46989E+07    0.34863E+05
  17    0.84974E+03    0.58694E-02    0.11812E+01    0.48060E+07    0.33824E+05
  18    0.85987E+03    0.62502E-02    0.12501E+01    0.49024E+07    0.32819E+05
  19    0.87095E+03    0.68401E-02    0.13220E+01    0.49891E+07    0.31848E+05
  20    0.88275E+03    0.75477E-02    0.13906E+01    0.50669E+07    0.30917E+05
  21    0.89511E+03    0.83004E-02    0.14509E+01    0.51369E+07    0.30027E+05
  22    0.90796E+03    0.91022E-02    0.15024E+01    0.51995E+07    0.29176E+05
  23    0.92128E+03    0.99761E-02    0.15459E+01    0.52552E+07    0.28362E+05
  24    0.93504E+03    0.10945E-01    0.15822E+01    0.53043E+07    0.27583E+05
  25    0.94922E+03    0.12032E-01    0.16118E+01    0.53474E+07    0.26837E+05
  26    0.96379E+03    0.13259E-01    0.16355E+01    0.53849E+07    0.26121E+05
  27    0.97871E+03    0.14651E-01    0.16540E+01    0.54173E+07    0.25433E+05
  28    0.99398E+03    0.16229E-01    0.16681E+01    0.54448E+07    0.24770E+05
  29    0.10096E+04    0.18018E-01    0.16784E+01    0.54681E+07    0.24130E+05
  30    0.10254E+04    0.20038E-01    0.16857E+01    0.54875E+07    0.23511E+05
  31    0.10415E+04    0.22311E-01    0.16904E+01    0.55034E+07    0.22910E+05
  32    0.10579E+04    0.24836E-01    0.16920E+01    0.55161E+07    0.22328E+05
  33    0.10745E+04    0.27611E-01    0.16897E+01    0.55257E+07    0.21763E+05
  34    0.10914E+04    0.30633E-01    0.16828E+01    0.55324E+07    0.21215E+05
  35    0.11085E+04    0.33900E-01    0.16706E+01    0.55363E+07    0.20683E+05
  36    0.11258E+04    0.37408E-01    0.16523E+01    0.55377E+07    0.20168E+05
  37    0.11433E+04    0.41154E-01    0.16270E+01    0.55366E+07    0.19668E+05
  38    0.11611E+04    0.45137E-01    0.15941E+01    0.55334E+07    0.19183E+05
  39    0.11790E+04    0.49352E-01    0.15528E+01    0.55281E+07    0.18712E+05
  40    0.11972E+04    0.53797E-01    0.15023E+01    0.55209E+07    0.18256E+05
  41    0.12156E+04    0.58471E-01    0.14420E+01    0.55120E+07    0.17813E+05
  42    0.12341E+04    0.63373E-01    0.13711E+01    0.55015E+07    0.17385E+05
  43    0.12529E+04    0.68507E-01    0.12892E+01    0.54895E+07    0.16970E+05
  44    0.12718E+04    0.73873E-01    0.11956E+01    0.54760E+07    0.16569E+05
  45    0.12910E+04    0.79475E-01    0.10898E+01    0.54612E+07    0.16183E+05
  46    0.13104E+04    0.85313E-01    0.97116E+00    0.54451E+07    0.15811E+05
  47    0.13299E+04    0.91389E-01    0.83921E+00    0.54279E+07    0.15455E+05
  48    0.13497E+04    0.97706E-01    0.69332E+00    0.54095E+07    0.15113E+05
  49    0.13696E+04    0.10427E+00    0.53293E+00    0.53902E+07    0.14786E+05
  50    0.13898E+04    0.11107E+00    0.35746E+00    0.53700E+07    0.14474E+05
  51    0.14101E+04    0.11812E+00    0.16652E+00    0.53490E+07    0.14178E+05
  52    0.14307E+04    0.12542E+00   -0.39568E-01    0.53272E+07    0.13895E+05
  53    0.14514E+04    0.13298E+00   -0.26029E+00    0.53047E+07    0.13624E+05
  54    0.14724E+04    0.14079E+00   -0.49514E+00    0.52815E+07    0.13364E+05
  55    0.14935E+04    0.14887E+00   -0.74362E+00    0.52577E+07    0.13112E+05
  56    0.15149E+04    0.15722E+00   -0.10052E+01    0.52332E+07    0.12867E+05
  57    0.15364E+04    0.16585E+00   -0.12794E+01    0.52082E+07    0.12627E+05
  58    0.15582E+04    0.17475E+00   -0.15657E+01    0.51827E+07    0.12390E+05
  59    0.15801E+04    0.18394E+00   -0.18637E+01    0.51568E+07    0.12154E+05
  60    0.16023E+04    0.19341E+00   -0.21727E+01    0.51304E+07    0.11919E+05
  61    0.16246E+04    0.20318E+00   -0.24924E+01    0.51036E+07    0.11682E+05
  62    0.16472E+04    0.21323E+00   -0.28228E+01    0.50764E+07    0.11444E+05
  63    0.16699E+04    0.22356E+00   -0.31640E+01    0.50489E+07    0.11206E+05
  64    0.16929E+04    0.23416E+00   -0.35162E+01    0.50212E+07    0.10971E+05
  65    0.17161E+04    0.24503E+00   -0.38795E+01    0.49931E+07    0.10739E+05
  66    0.17395E+04    0.25617E+00   -0.42540E+01    0.49649E+07    0.10511E+05
  67    0.17632E+04    0.26755E+00   -0.46399E+01    0.49364E+07    0.10288E+05
  68    0.17870E+04    0.27918E+00   -0.50372E+01    0.49078E+07    0.10073E+05
  69    0.18111E+04    0.29106E+00   -0.54461E+01    0.48790E+07    0.98656E+04
  70    0.18354E+04    0.30317E+00   -0.58667E+01    0.48501E+07    0.96680E+04
  71    0.18600E+04    0.31550E+00   -0.62991E+01    0.48211E+07    0.94807E+04
  72    0.18848E+04    0.32805E+00   -0.67431E+01    0.47921E+07    0.93032E+04
  73    0.19099E+04    0.34081E+00   -0.71987E+01    0.47630E+07    0.91346E+04
  74    0.19352E+04    0.35376E+00   -0.76654E+01    0.47338E+07    0.89739E+04
  75    0.19607E+04    0.36689E+00   -0.81433E+01    0.47046E+07    0.88201E+04
  76    0.19865E+04    0.38019E+00   -0.86320E+01    0.46754E+07    0.86723E+04
  77    0.20125E+04    0.39364E+00   -0.91315E+01    0.46462E+07    0.85296E+04
  78    0.20387E+04    0.40724E+00   -0.96415E+01    0.46169E+07    0.83909E+04
  79    0.20651E+04    0.42097E+00   -0.10162E+02    0.45877E+07    0.82553E+04
  80    0.20918E+04    0.43483E+00   -0.10692E+02    0.45585E+07    0.81219E+04
  81    0.21187E+04    0.44879E+00   -0.11233E+02    0.45293E+07    0.79899E+04
  82    0.21458E+04    0.46285E+00   -0.11782E+02    0.45001E+07    0.78592E+04
  83    0.21732E+04    0.47699E+00   -0.12341E+02    0.44710E+07    0.77298E+04
  84    0.22008E+04    0.49119E+00   -0.12907E+02    0.44419E+07    0.76020E+04
  85    0.22286E+04    0.50545E+00   -0.13481E+02    0.44129E+07    0.74757E+04
  86    0.22567E+04    0.51973E+00   -0.14063E+02    0.43840E+07    0.73510E+04
  87    0.22850E+04    0.53404E+00   -0.14650E+02    0.43552E+07    0.72281E+04
  88    0.23135E+04    0.54836E+00   -0.15243E+02    0.43265E+07    0.71071E+04
  89    0.23423E+04    0.56266E+00   -0.15842E+02    0.42979E+07    0.69879E+04
  90    0.23713E+04    0.57695E+00   -0.16445E+02    0.42694E+07    0.68708E+04
  91    0.24006E+04    0.59119E+00   -0.17052E+02    0.42410E+07    0.67558E+04
  92    0.24300E+04    0.60538E+00   -0.17662E+02    0.42128E+07    0.66429E+04
  93    0.24598E+04    0.61952E+00   -0.18276E+02    0.41847E+07    0.65320E+04
  94    0.24897E+04    0.63358E+00   -0.18892E+02    0.41568E+07    0.64232E+04
  95    0.25199E+04    0.64756E+00   -0.19511E+02    0.41290E+07    0.63164E+04
  96    0.25503E+04    0.66144E+00   -0.20131E+02    0.41013E+07    0.62116E+04
  97    0.25809E+04    0.67522E+00   -0.20754E+02    0.40738E+07    0.61088E+04
  98    0.26117E+04    0.68888E+00   -0.21377E+02    0.40464E+07    0.60080E+04
  99    0.26427E+04    0.70241E+00   -0.22001E+02    0.40192E+07    0.59091E+04
 100    0.26739E+04    0.71580E+00   -0.22625E+02    0.39922E+07    0.58121E+04
 101    0.27053E+04    0.72905E+00   -0.23248E+02    0.39653E+07    0.57170E+04
 102    0.27369E+04    0.74213E+00   -0.23872E+02    0.39385E+07    0.56238E+04
 103    0.27687E+04    0.75504E+00   -0.24494E+02    0.39119E+07    0.55325E+04
 104    0.28006E+04    0.76776E+00   -0.25115E+02    0.38855E+07    0.54430E+04
 105    0.28328E+04    0.78029E+00   -0.25734E+02    0.38593E+07    0.53553E+04
 106    0.28650E+04    0.79261E+00   -0.26351E+02    0.38332E+07    0.52694E+04
 107    0.28975E+04    0.80472E+00   -0.26965E+02    0.38073E+07    0.51853E+04
 108    0.29301E+04    0.81660E+00   -0.27576E+02    0.37816E+07    0.51029E+04
 109    0.29629E+04    0.82824E+00   -0.28183E+02    0.37561E+07    0.50223E+04
 110    0.29958E+04    0.83962E+00   -0.28787E+02    0.37307E+07    0.49433E+04
 111    0.30288E+04    0.85075E+00   -0.29386E+02    0.37055E+07    0.48661E+04
 112    0.30620E+04    0.86160E+00   -0.29981E+02    0.36805E+07    0.47905E+04
 113    0.30953E+04    0.87217E+00   -0.30570E+02    0.36557E+07    0.47165E+04
 114    0.31288E+04    0.88245E+00   -0.31153E+02    0.36311E+07    0.46441E+04
 115    0.31623E+04    0.89242E+00   -0.31729E+02    0.36066E+07    0.45733E+04
 116    0.31960E+04    0.90208E+00   -0.32298E+02    0.35824E+07    0.45039E+04
 117    0.32297E+04    0.91142E+00   -0.32860E+02    0.35583E+07    0.44361E+04
 118    0.32635E+04    0.92042E+00   -0.33413E+02    0.35344E+07    0.43697E+04
 119    0.32975E+04    0.92908E+00   -0.33957E+02    0.35107E+07    0.43046E+04
 120    0.33315E+04    0.93738E+00   -0.34492E+02    0.34872E+07    0.42410E+04
 121    0.33656E+04    0.94532E+00   -0.35017E+02    0.34638E+07    0.41787E+04
 122    0.33997E+04    0.95289E+00   -0.35531E+02    0.34407E+07    0.41177E+04
 123    0.34339E+04    0.96007E+00   -0.36035E+02    0.34177E+07    0.40579E+04
 124    0.34681E+04    0.96685E+00   -0.36526E+02    0.33949E+07    0.39994E+04
 125    0.35024E+04    0.97323E+00   -0.37005E+02    0.33723E+07    0.39420E+04
 126    0.35367E+04    0.97919E+00   -0.37472E+02    0.33499E+07    0.38858E+04
 127    0.35711E+04    0.98473E+00   -0.37925E+02    0.33276E+07    0.38308E+04
 128    0.36054E+04    0.98983E+00   -0.38363E+02    0.33056E+07    0.37768E+04
 129    0.36398E+04    0.99448E+00   -0.38788E+02    0.32837E+07    0.37238E+04
 130    0.36742E+04    0.99867E+00   -0.39197E+02    0.32620E+07    0.36719E+04
 131    0.37086E+04    0.10024E+01   -0.39591E+02    0.32405E+07    0.36210E+04
 132    0.37429E+04    0.10057E+01   -0.39968E+02    0.32192E+07    0.35710E+04
 133    0.37773E+04    0.10085E+01   -0.40329E+02    0.31981E+07    0.35219E+04
 134    0.38116E+04    0.10108E+01   -0.40673E+02    0.31771E+07    0.34738E+04
 135    0.38458E+04    0.10127E+01   -0.40999E+02    0.31564E+07    0.34265E+04
 136    0.38800E+04    0.10141E+01   -0.41308E+02    0.31358E+07    0.33802E+04
 137    0.39142E+04    0.10151E+01   -0.41598E+02    0.31154E+07    0.33346E+04
 138    0.39482E+04    0.10156E+01   -0.41870E+02    0.30951E+07    0.32900E+04
 139    0.39822E+04    0.10157E+01   -0.42122E+02    0.30750E+07    0.32461E+04
 140    0.40160E+04    0.10153E+01   -0.42355E+02    0.30551E+07    0.32030E+04
 141    0.40498E+04    0.10145E+01   -0.42568E+02    0.30354E+07    0.31607E+04
 142    0.40834E+04    0.10132E+01   -0.42761E+02    0.30159E+07    0.31191E+04
 143    0.41169E+04    0.10115E+01   -0.42932E+02    0.29965E+07    0.30783E+04
 144    0.41502E+04    0.10094E+01   -0.43082E+02    0.29772E+07    0.30381E+04
 145    0.41834E+04    0.10068E+01   -0.43211E+02    0.29582E+07    0.29987E+04
 146    0.42164E+04    0.10038E+01   -0.43317E+02    0.29393E+07    0.29599E+04
 147    0.42492E+04    0.10004E+01   -0.43401E+02    0.29205E+07    0.29218E+04
 148    0.42818E+04    0.99651E+00   -0.43462E+02    0.29020E+07    0.28843E+04
 149    0.43143E+04    0.99222E+00   -0.43499E+02    0.28836E+07    0.28474E+04
 150    0.43465E+04    0.98750E+00   -0.43512E+02    0.28653E+07    0.28111E+04
 151    0.43785E+04    0.98236E+00   -0.43502E+02    0.28472E+07    0.27753E+04
 152    0.44103E+04    0.97682E+00   -0.43466E+02    0.28293E+07    0.27401E+04
 153    0.44418E+04    0.97089E+00   -0.43406E+02    0.28115E+07    0.27055E+04
 154    0.44731E+04    0.96460E+00   -0.43322E+02    0.27938E+07    0.26713E+04
 155    0.45041E+04    0.95795E+00   -0.43213E+02    0.27763E+07    0.26377E+04
 156    0.45349E+04    0.95097E+00   -0.43079E+02    0.27590E+07    0.26045E+04
 157    0.45654E+04    0.94367E+00   -0.42920E+02    0.27418E+07    0.25718E+04
 158    0.45956E+04    0.93608E+00   -0.42735E+02    0.27248E+07    0.25396E+04
 159    0.46256E+04    0.92820E+00   -0.42526E+02    0.27079E+07    0.25078E+04
 160    0.46552E+04    0.92007E+00   -0.42292E+02    0.26912E+07    0.24765E+04
 161    0.46846E+04    0.91168E+00   -0.42032E+02    0.26746E+07    0.24456E+04
 162    0.47136E+04    0.90308E+00   -0.41746E+02    0.26581E+07    0.24150E+04
 163    0.47424E+04    0.89426E+00   -0.41436E+02    0.26418E+07    0.23849E+04
 164    0.47708E+04    0.88525E+00   -0.41099E+02    0.26257E+07    0.23551E+04
 165    0.47989E+04    0.87606E+00   -0.40737E+02    0.26097E+07    0.23257E+04
 166    0.48267E+04    0.86672E+00   -0.40348E+02    0.25938E+07    0.22966E+04
 167    0.48541E+04    0.85724E+00   -0.39934E+02    0.25781E+07    0.22678E+04
 168    0.48812E+04    0.84764E+00   -0.39494E+02    0.25625E+07    0.22394E+04
 169    0.49079E+04    0.83794E+00   -0.39027E+02    0.25470E+07    0.22113E+04
 170    0.49343E+04    0.82815E+00   -0.38534E+02    0.25317E+07    0.21834E+04
 171    0.49603E+04    0.81829E+00   -0.38015E+02    0.25165E+07    0.21558E+04
 172    0.49859E+04    0.80838E+00   -0.37469E+02    0.25015E+07    0.21284E+04
 173    0.50111E+04    0.79844E+00   -0.36897E+02    0.24866E+07    0.21013E+04
 174    0.50359E+04    0.78848E+00   -0.36298E+02    0.24718E+07    0.20744E+04
 175    0.50604E+04    0.77853E+00   -0.35672E+02    0.24572E+07    0.20478E+04
 176    0.50844E+04    0.76860E+00   -0.35019E+02    0.24427E+07    0.20213E+04
 177    0.51080E+04    0.75873E+00   -0.34340E+02    0.24283E+07    0.19950E+04
 178    0.51312E+04    0.74895E+00   -0.33633E+02    0.24141E+07    0.19689E+04
 179    0.51540E+04    0.73929E+00   -0.32901E+02    0.23999E+07    0.19431E+04
 180    0.51763E+04    0.72979E+00   -0.32142E+02    0.23859E+07    0.19175E+04
 181    0.51982E+04    0.72048E+00   -0.31357E+02    0.23721E+07    0.18921E+04
 182    0.52196E+04    0.71140E+00   -0.30546E+02    0.23583E+07    0.18670E+04
 183    0.52406E+04    0.70259E+00   -0.29710E+02    0.23447E+07    0.18421E+04
 184    0.52611E+04    0.69407E+00   -0.28848E+02    0.23312E+07    0.18175E+04
 185    0.52811E+04    0.68589E+00   -0.27960E+02    0.23178E+07    0.17932E+04
 186    0.53006E+04    0.67807E+00   -0.27047E+02    0.23046E+07    0.17692E+04
 187    0.53197E+04    0.67065E+00   -0.26109E+02    0.22914E+07    0.17455E+04
 188    0.53382E+04    0.66367E+00   -0.25146E+02    0.22784E+07    0.17221E+04
 189    0.53563E+04    0.65717E+00   -0.24159E+02    0.22655E+07    0.16990E+04
 190    0.53738E+04    0.65116E+00   -0.23147E+02    0.22527E+07    0.16763E+04
 191    0.53908E+04    0.64570E+00   -0.22110E+02    0.22400E+07    0.16539E+04
 192    0.54073E+04    0.64082E+00   -0.21050E+02    0.22274E+07    0.16319E+04
 193    0.54232E+04    0.63654E+00   -0.19965E+02    0.22150E+07    0.16102E+04
 194    0.54386E+04    0.63291E+00   -0.18856E+02    0.22026E+07    0.15889E+04
 195    0.54534E+04    0.62995E+00   -0.17724E+02    0.21904E+07    0.15680E+04
 196    0.54677E+04    0.62771E+00   -0.16568E+02    0.21782E+07    0.15475E+04
 197    0.54814E+04    0.62622E+00   -0.15388E+02    0.21662E+07    0.15273E+04
 198    0.54945E+04    0.62551E+00   -0.14186E+02    0.21542E+07    0.15076E+04
 199    0.55070E+04    0.62562E+00   -0.12960E+02    0.21424E+07    0.14884E+04
 200    0.55190E+04    0.62658E+00   -0.11711E+02    0.21307E+07    0.14695E+04
 201    0.55303E+04    0.62842E+00   -0.10440E+02    0.21190E+07    0.14511E+04
 202    0.55411E+04    0.63119E+00   -0.91470E+01    0.21075E+07    0.14331E+04
 203    0.55512E+04    0.63490E+00   -0.78323E+01    0.20961E+07    0.14156E+04
 204    0.55608E+04    0.63960E+00   -0.64970E+01    0.20847E+07    0.13985E+04
 205    0.55697E+04    0.64530E+00   -0.51416E+01    0.20735E+07    0.13817E+04
 206    0.55780E+04    0.65205E+00   -0.37669E+01    0.20623E+07    0.13654E+04
 207    0.55858E+04    0.65987E+00   -0.23734E+01    0.20512E+07    0.13495E+04
