 183.96051  47.08951 139.90291  68.84850   0.00000   0.00000       0.00       0.00   13320.02     325.35     178.53      55.52     766.21      67.60    3339.73     106.11      13262.75     567.11     185.00 0 N4217  0.003426
 184.04362  47.88248 138.95213  68.13402   0.00000   0.00000       0.00       0.00    2582.43     145.75       1.71      36.68     268.83      60.11     666.16      75.08       2596.11     124.44     198.00 0 N4220 0.003049
 184.37735  45.62162 140.76448  70.31384   0.00000   0.00000       0.00       0.00    3261.91     193.02     100.87      45.82     350.10      57.66     980.42     101.19       2889.79     165.73     142.00 0 N4242  0.001688
 184.49176   7.18621 279.69388  68.53451   0.00000   0.00000       0.00       0.00    1439.23     166.96    -110.32      74.75     -32.92     107.68     193.36      88.50       1257.01     170.95     194.00 0 N4246  0.01241
 184.73419  47.29883 138.33479  68.84558   0.00000   0.00000       0.00       0.00   24920.28    1232.34     536.23      47.74    1919.31     168.58    8069.52     460.85      21308.87    1168.64     171.00 0 M106   0.001494
 184.84473   6.09591 281.57031  67.62827   0.00000   0.00000       0.00       0.00    1115.23     138.01      -3.35      51.03     253.62      72.82     473.97     116.50       1101.83     167.87     179.00 0 N4260  0.006531
 185.15883  46.28679 138.56001  69.89556   0.00000   0.00000       0.00       0.00    1389.17     102.05      -4.62      28.52     192.38      49.76     638.98      71.56       1410.27      89.50     148.00 0 N4288  0.001734
 186.39526  45.68329 136.73094  70.74590   0.00000   0.00000       0.00       0.00    2868.13     121.44      68.92      53.02     231.29      68.84     856.78      70.97       2915.25     121.36     136.00 0 N4389  0.002396
 187.05013  44.09531 136.84274  72.39988   0.00000   0.00000       0.00       0.00   14303.13     504.03     240.93      32.32    1119.32      52.05    4513.65      93.30      14049.32     615.80     169.00 0 N4449  0.00731
 187.20001  44.85606 135.79762  71.70238   0.00000   0.00000       0.00       0.00    1136.81      85.54      49.69      47.32      -0.12      62.77     374.60      58.35       1216.10      87.38     142.00 0 N4460  0.001634
 187.28198  44.65968 135.79413  71.90721   0.00000   0.00000       0.00       0.00     934.48     128.05      77.66      61.32      66.87      65.07     489.70      79.91        893.95      90.76     142.00 0 U7617  0.02318
 187.73381   8.07117 287.69330  70.33395   0.00000   0.00000       0.00       0.00     960.23     162.44     -43.67      63.55     144.28     106.73      24.37     130.17        932.13     164.04     173.00 0 N4492  0.005804
 188.15192  45.77061 133.05190  70.98585   0.00000   0.00000       0.00       0.00     796.28      60.29      -9.83      52.72      85.77      68.68     310.00      81.19        772.60      91.74     143.00 0 Mrk215 0.01997
 188.19722  37.62395 142.27856  78.79440   0.00000   0.00000       0.00       0.00     917.33     117.89      86.67      48.45    -119.82      75.20     251.20      95.23        928.20     134.51     137.00 0 U7699  0.001654
 191.02516  -5.68128 299.56625  57.14251   0.00000   0.00000       0.00       0.00    1148.79     146.92      24.03      50.96     232.91     106.41     749.89     110.67       1194.05     167.79     205.00 0 DDO142 0.004770
 192.09224   8.49503 300.55811  71.35264   0.00000   0.00000       0.00       0.00    2171.06     155.01     -73.83      50.85     243.46      85.48     528.93     136.93       2081.98     153.31     257.00 0 N4698  0.003366
 192.71710  41.11474 123.37572  76.01302   0.00000   0.00000       0.00       0.00   22913.36     588.04     407.72      41.57    1457.05      70.82    6193.73     183.04      21231.63     782.15     143.00 0 M94    0.001027
 193.37643   2.16843 304.15594  65.03526   0.00000   0.00000       0.00       0.00    1440.53     137.98     119.85      64.69      60.23     116.07     469.69     143.53       1521.17     159.20     216.00 0 N4772  0.003469
 196.22626  -7.95204 308.71844  54.76833   0.00000   0.00000       0.00       0.00    1616.29     215.30       1.82      42.78      -1.08      97.50     436.53     147.19       1219.52     179.46     216.00 0 N4948  0.003746
 198.04066  44.03655 110.40471  72.58409   0.00000   0.00000       0.00       0.00    1344.46     167.31      54.22      39.38     247.46      76.90     461.56     116.98       1254.42     127.11     173.00 0 N5023 0.001358
 200.13846  34.13265  82.93230  80.60973   0.00000   0.00000       0.00       0.00    2450.99     141.48     -17.88      50.08     230.10      83.40     393.43     148.56       2451.16     128.59     135.00 0 IC883  0.02330
 202.45496 -17.97258 315.65451  43.94896   0.00000   0.00000       0.00       0.00    5296.11     280.68     167.64      59.31     410.09     131.24    2374.45     178.91       4813.79     234.32     356.00 0 N5170  0.005006
 202.53537  -1.69263 322.38760  59.70912   0.00000   0.00000       0.00       0.00    3124.97     198.41     -69.69      78.35     357.73      92.43    1058.17     163.68       2686.74     223.66     238.00 0 N5183  0.01431
 210.86145  -6.04524 333.27737  52.53182   0.00000   0.00000       0.00       0.00    9349.34     235.75     197.12      64.13     515.04     114.34    2909.93     131.87       8788.92     431.04     203.00 0 N5427  0.008733
 212.03296  -6.07399 334.94193  51.96654   0.00000   0.00000       0.00       0.00    1272.86     169.03       3.21      66.81     104.14      99.61     352.45     198.79       1337.97     201.06     204.00 0 N5476  0.008869
 214.13277  39.58979  73.54194  68.38929   0.00000   0.00000       0.00       0.00    1535.72     199.15      13.62      41.36     209.83      65.85     486.26      91.81       1379.40     119.91     136.00 0 N5541  0.02568
 215.08023   3.92811 349.26245  58.56073   0.00000   0.00000       0.00       0.00    3781.62     250.72      42.89      60.89     307.88     105.40    1043.05     132.85       3832.62     228.82     236.00 0 N5566  0.005027
 217.32312  28.81044  43.12221  68.36628   0.00000   0.00000       0.00       0.00    1189.69     158.06     -65.24      48.74      -2.20      97.08     292.89     104.08       1216.55     141.58     153.00 0 N5641  0.01449
 230.35846   4.34810   7.14632  47.61427   0.00000   0.00000       0.00       0.00    1848.96     245.68     189.82      61.98     147.08     124.82     290.22     182.77       1318.66     182.90     213.00 0 Zwgal  0.05200
 234.98817  58.07061  91.32369  47.39832   0.00000   0.00000       0.00       0.00    1658.68     127.66       5.84      32.16     112.35      32.80     629.67      84.93       1588.30      81.75     122.00 0 N5987  0.01004
 240.69890  47.21259  74.41651  47.76705   0.00000   0.00000       0.00       0.00    1577.00      89.93      74.26      46.67     273.53      76.88     616.59      80.59       1603.85     142.66     161.00 0 U1056  0.02025
 315.19977 -48.59501 350.75824 -41.06321   0.00000   0.00000       0.00       0.00    1275.36     117.63     -66.59     102.44     165.09      72.70     432.53      88.95       1240.61     119.89     182.00 0 ESO    0.02421
 317.84952 -64.01431 330.57187 -39.30832   0.00000   0.00000       0.00       0.00    1232.45     136.37      40.70      35.22     162.93      62.05     426.36      95.45       1170.10     107.48     198.00 0 N7020  0.01068
 319.31848 -44.87194 355.52603 -44.14787   0.00000   0.00000       0.00       0.00    1253.94     217.63     -44.39      40.63     189.53      78.68     556.35     118.25       1352.06     123.43     285.00 0 ESO
 333.95807  19.23407  79.58813 -30.24763   0.00000   0.00000       0.00       0.00    5548.70     283.24     113.59      59.68     348.91      43.27    1573.65     120.15       5522.38     263.57     307.00 0 N7241  0.004827
 335.78271 -15.53486  43.85948 -53.73032   0.00000   0.00000       0.00       0.00    1424.99     132.45     -24.46      36.66     121.36      76.74     711.24      92.29       1352.33     109.96     227.00 0 N7255  ).01683
 338.31769 -27.24711  24.63190 -59.37427   0.00000   0.00000       0.00       0.00    1776.30      97.77     102.16      44.30      71.15      62.40     780.38      59.37       1774.78     109.96     145.00 0 N7306  0.01180
 339.44742  23.78906  87.46561 -29.72594   0.00000   0.00000       0.00       0.00    5056.15     148.36      89.15      47.90     564.92      95.50    1805.70     144.95       5186.88     208.86     346.00 0 N7339  0.004380
 343.49347  16.15482  86.11864 -38.17985   0.00000   0.00000       0.00       0.00   17607.09     690.06   23440.23     120.92   19948.50     134.05   18585.59     264.22      17211.69     989.24     692.00 0 3C4543 0.859
